trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6907343306373547}",20,5,-24.13677886172368,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
186,False,"{'a': 0.002, 'e': 0.6893542425242224}",20,10,-47.62644782274949,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
187,False,"{'a': 0.002, 'e': 0.6879769118289795}",30,19,-30.340864109258888,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.686602333042301}",20,0,-38.5896474706885,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
189,False,"{'a': 0.002, 'e': 0.6852305006658703}",30,0,-72.45094681059875,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
190,False,"{'a': 0.002, 'e': 0.6838614092123558}",30,0,-136.3674568369362,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
191,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,0,-134.5668212380174,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
192,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,0,-111.45179564761902,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
193,False,"{'a': 0.002, 'e': 0.679770525680321}",25,0,-103.79125467669155,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
194,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-66.88016480780588,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,1,-26.753623835221656,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
196,False,"{'a': 0.002, 'e': 0.675704113960626}",20,0,-47.05699974644187,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
197,False,"{'a': 0.002, 'e': 0.6743540562404442}",30,11,-21.049181829711607,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
198,False,"{'a': 0.002, 'e': 0.6730066959373864}",20,0,-93.81740174576635,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
199,False,"{'a': 0.002, 'e': 0.6716620276620098}",25,0,-111.08362612164525,"{0: 15, 1: 0, 2: 7, 3: 3, 4: 0}",0
200,False,"{'a': 0.002, 'e': 0.6703200460356393}",20,10,-11.855921438374297,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,12,-45.093673000963854,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
202,False,"{'a': 0.002, 'e': 0.6676441212689289}",25,10,-39.34364765396195,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.002, 'e': 0.6663101674248864}",20,0,-80.23449291431224,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
204,False,"{'a': 0.002, 'e': 0.6649788788224019}",20,0,-105.8934552520585,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
205,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,0,-28.481087467386743,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
206,False,"{'a': 0.002, 'e': 0.6623242760521222}",25,16,-21.87710530865628,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
207,False,"{'a': 0.002, 'e': 0.6610009512659124}",20,7,-22.57405694310067,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
208,False,"{'a': 0.002, 'e': 0.659680270484389}",25,0,-58.87968361706309,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
209,False,"{'a': 0.002, 'e': 0.6583622284248272}",30,0,-116.33029398907482,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
210,False,"{'a': 0.002, 'e': 0.6570468198150567}",20,7,-16.78867687167557,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.6557340393934418}",30,0,-57.54514032534963,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
212,False,"{'a': 0.002, 'e': 0.6544238819088586}",20,3,-52.715110205287,"{0: 9, 1: 5, 2: 2, 3: 1, 4: 0}",1
213,False,"{'a': 0.002, 'e': 0.6531163421206756}",20,0,-26.87134183993059,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
214,False,"{'a': 0.002, 'e': 0.651811414798732}",25,8,-78.38688107820344,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 1}",1
215,False,"{'a': 0.002, 'e': 0.6505090947233165}",25,0,-87.25794545867866,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.6492093766851474}",30,12,-47.861978142977115,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
217,False,"{'a': 0.002, 'e': 0.6479122554853506}",25,0,-68.90385180593682,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
218,False,"{'a': 0.002, 'e': 0.6466177259354396}",35,20,-10.44091206705339,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,8,-6.534325693976263,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.002, 'e': 0.6440364210831414}",25,0,-60.175095620623345,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
221,False,"{'a': 0.002, 'e': 0.6427496354555312}",25,0,-51.18936375165733,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
222,False,"{'a': 0.002, 'e': 0.6414654208273198}",25,12,-84.23161905745579,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 2}",1
223,False,"{'a': 0.002, 'e': 0.6401837720616471}",25,16,12.9854059604791,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.002, 'e': 0.6389046840319162}",20,0,-68.0453807761362,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
225,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,6,-4.3844036110435365,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.002, 'e': 0.6363541697250871}",20,0,8.505975379923365,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.002, 'e': 0.6350827332459281}",25,0,-102.72070515504686,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
228,False,"{'a': 0.002, 'e': 0.633813837098549}",25,0,-77.56917662066454,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
229,False,"{'a': 0.002, 'e': 0.6325474762073634}",30,3,-65.81834570646895,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 1}",1
230,False,"{'a': 0.002, 'e': 0.631283645506926}",30,0,-93.65303988933034,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
231,False,"{'a': 0.002, 'e': 0.6300223399419123}",30,10,-53.64364167125073,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
232,False,"{'a': 0.002, 'e': 0.6287635544670984}",30,14,-27.182654253648842,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
233,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,0,-58.43655869713396,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
234,False,"{'a': 0.002, 'e': 0.6262535236575559}",25,0,-56.07674063708678,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
235,False,"{'a': 0.002, 'e': 0.6250022682827008}",20,11,-49.7920859703207,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
236,False,"{'a': 0.002, 'e': 0.623753512917752}",20,0,-69.29624537187068,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
237,False,"{'a': 0.002, 'e': 0.6225072525676867}",25,0,-45.3995288395641,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
238,False,"{'a': 0.002, 'e': 0.6212634822474616}",30,7,-76.71959863251054,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
239,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,6,-69.24694130245764,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
240,False,"{'a': 0.002, 'e': 0.6187833918061408}",20,0,6.475203511471231,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.002, 'e': 0.61754706176468}",30,0,-91.50159548510575,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
242,False,"{'a': 0.002, 'e': 0.6163132019122897}",20,0,-20.53218529929243,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
243,False,"{'a': 0.002, 'e': 0.6150818073135287}",30,17,0.14689470025165474,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,0,-59.67322663050544,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
245,False,"{'a': 0.002, 'e': 0.6126263941844161}",20,1,-26.502053906308873,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
246,False,"{'a': 0.002, 'e': 0.6114023658324087}",25,1,-10.630293189791056,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,15,1.2190666176268727,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.002, 'e': 0.6089616410728969}",25,0,-46.46367795977348,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
249,False,"{'a': 0.002, 'e': 0.6077449349024902}",30,0,10.490600123070475,"{0: 25, 1: 5, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,0,-134.21228211470876,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
251,False,"{'a': 0.002, 'e': 0.6053188106462243}",25,0,-46.414633746117886,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
252,False,"{'a': 0.002, 'e': 0.6041093828558647}",30,10,5.636781475725114,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,0,-103.06085700574192,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",1
254,False,"{'a': 0.002, 'e': 0.6016977717621094}",20,14,11.06537237354658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.002, 'e': 0.6004955788122659}",20,0,-27.5502067682916,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
256,False,"{'a': 0.002, 'e': 0.5992957878455384}",25,0,-55.2928512028429,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
257,False,"{'a': 0.002, 'e': 0.5980983940627613}",25,0,-60.500133710141824,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
258,False,"{'a': 0.002, 'e': 0.596903392674358}",30,11,-73.35550040497905,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
259,False,"{'a': 0.002, 'e': 0.5957107789003212}",20,0,-35.85615182484712,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
260,False,"{'a': 0.002, 'e': 0.5945205479701944}",25,0,-83.62667863022439,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
261,False,"{'a': 0.002, 'e': 0.593332695123052}",20,0,-78.25750081799352,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
262,False,"{'a': 0.002, 'e': 0.5921472156074813}",20,0,-6.528675995354462,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
263,False,"{'a': 0.002, 'e': 0.5909641046815626}",25,0,-72.99239907381606,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
264,False,"{'a': 0.002, 'e': 0.5897833576128504}",30,0,-116.65163022244721,"{0: 17, 1: 3, 2: 7, 3: 3, 4: 0}",0
265,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,10,6.606023385470514,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.002, 'e': 0.5874289361645234}",30,20,-16.14430058792236,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,3,-63.73786902670055,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
268,False,"{'a': 0.002, 'e': 0.5850839135917069}",20,14,5.011244569244923,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.002, 'e': 0.5839149151526287}",25,10,-31.85437916839011,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
270,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,2,-22.63006779376395,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
271,False,"{'a': 0.002, 'e': 0.5815839205891371}",35,23,16.147394369985385,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.002, 'e': 0.5804219151407424}",25,1,-101.36537584427704,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 2}",1
273,False,"{'a': 0.002, 'e': 0.579262231380782}",25,0,-138.7028230486306,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
274,False,"{'a': 0.002, 'e': 0.5781048646705196}",25,11,-43.62343590090637,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.002, 'e': 0.5769498103804866}",25,0,-110.49734080965845,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
276,False,"{'a': 0.002, 'e': 0.5757970638904645}",30,0,-87.12247599340076,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
277,False,"{'a': 0.002, 'e': 0.5746466205894657}",25,11,4.950911129666883,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.002, 'e': 0.5734984758757153}",25,0,-63.01923334914908,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
279,False,"{'a': 0.002, 'e': 0.5723526251566332}",20,0,-79.42211936829467,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
280,False,"{'a': 0.002, 'e': 0.5712090638488149}",25,0,-48.98217679906673,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
281,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,0,-76.53029459950217,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
282,False,"{'a': 0.002, 'e': 0.5689287911791218}",30,12,-28.14431664824773,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
283,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,0,8.469302247008663,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
284,False,"{'a': 0.002, 'e': 0.5666576213822246}",30,19,-51.224850364433,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
285,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,0,-48.034488877146224,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
286,False,"{'a': 0.002, 'e': 0.5643955181193583}",25,9,-50.26137939624757,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
287,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,11,-16.898721513701314,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
288,False,"{'a': 0.002, 'e': 0.5621424451968224}",20,0,-4.698699837907457,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
289,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,8,-14.258599400969937,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.002, 'e': 0.559898366565402}",25,18,-9.846112340524913,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
291,False,"{'a': 0.002, 'e': 0.5587796888828463}",25,0,-138.41259551972536,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
292,False,"{'a': 0.002, 'e': 0.5576632463197913}",25,16,2.444169645958694,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.002, 'e': 0.5565490344104649}",30,0,-2.3818368198311397,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
294,False,"{'a': 0.002, 'e': 0.5554370486980182}",20,3,-29.342820051326722,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
295,False,"{'a': 0.002, 'e': 0.5543272847345071}",30,16,-48.85546304806275,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
296,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,0,-5.885579298821227,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
297,False,"{'a': 0.002, 'e': 0.5521144043069306}",25,0,-136.68645833462838,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
298,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,0,-24.471233927692083,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
299,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,0,-1.7689140652458173,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.002, 'e': 0.5488116360940264}",20,0,-37.38212821991302,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
301,False,"{'a': 0.002, 'e': 0.5477151097137275}",20,0,14.545901457842561,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.002, 'e': 0.5466207741945976}",20,15,0.6747296101167679,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.002, 'e': 0.5455286251592933}",30,0,-63.86553326827642,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
304,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,2,-94.33006009775937,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 2}",1
305,False,"{'a': 0.002, 'e': 0.5433508690744998}",20,0,-63.87700383063546,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
306,False,"{'a': 0.002, 'e': 0.5422652533139832}",30,7,-76.26377686960578,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 1}",1
307,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,0,-27.186436586867476,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
308,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,15,10.95356683208325,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.002, 'e': 0.539021403076357}",20,11,4.936717781797484,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.5379444375946745}",20,0,13.320929730953573,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,10,17.40130786585071,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.002, 'e': 0.535796957667456}",20,2,-2.9698253892831246,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.002, 'e': 0.5347264346319975}",25,8,-104.70923134361504,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 2}",1
314,False,"{'a': 0.002, 'e': 0.5336580505029906}",25,10,-52.44240563930089,"{0: 8, 1: 2, 2: 4, 3: 1, 4: 0}",1
315,False,"{'a': 0.002, 'e': 0.5325918010068972}",30,10,10.54356147280324,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5315276818787179}",25,0,-115.33003543663979,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
317,False,"{'a': 0.002, 'e': 0.5304656888619749}",25,2,-136.38251357630386,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 3}",1
318,False,"{'a': 0.002, 'e': 0.5294058177086945}",30,14,-21.506296641487232,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
319,False,"{'a': 0.002, 'e': 0.528348064179391}",20,3,10.93820375546091,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.002, 'e': 0.5272924240430485}",25,15,6.803440725025036,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.002, 'e': 0.5262388930771054}",25,11,11.548530555832734,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.5251874670674361}",20,9,8.934892593194894,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.5241381418083354}",25,0,-18.687476030720866,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
324,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,1,-41.54038518254743,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
325,False,"{'a': 0.002, 'e': 0.522045776761016}",20,0,-75.32563042283478,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 2}",1
326,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,0,-21.381926557540595,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
327,False,"{'a': 0.002, 'e': 0.5199617644572618}",35,14,-63.00596051104302,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
328,False,"{'a': 0.002, 'e': 0.5189228801589404}",25,11,-14.77717624707868,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.5178860715528314}",25,2,-130.48690722512484,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 3}",1
330,False,"{'a': 0.002, 'e': 0.5168513344916992}",30,2,-33.043572531757945,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 1}",1
331,False,"{'a': 0.002, 'e': 0.5158186648365941}",20,0,-143.4396293845602,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
332,False,"{'a': 0.002, 'e': 0.5147880584568362}",20,0,1.4808283129136237,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.002, 'e': 0.5137595112299983}",25,7,-12.682226677976088,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.5127330190418905}",25,2,-59.1404683486965,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
335,False,"{'a': 0.002, 'e': 0.5117085777865424}",25,0,-24.378202340158214,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
336,False,"{'a': 0.002, 'e': 0.5106861833661879}",20,0,-24.880877724407007,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
337,False,"{'a': 0.002, 'e': 0.5096658316912476}",25,0,-155.59650142409225,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
338,False,"{'a': 0.002, 'e': 0.5086475186803137}",20,4,-27.15277989473708,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.5076312402601327}",30,7,-68.83243711144065,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.5066169923655895}",30,0,-51.94993875619456,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
341,False,"{'a': 0.002, 'e': 0.5056047709396915}",25,0,-4.270104491452816,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
342,False,"{'a': 0.002, 'e': 0.5045945719335512}",25,10,1.6657927882208983,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.002, 'e': 0.5035863913063714}",35,22,6.6863340413830805,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.5025802250254283}",20,0,-61.19305549615977,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,12,15.814438054785384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.002, 'e': 0.5005739194116277}",20,8,-58.461612811466296,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
347,False,"{'a': 0.002, 'e': 0.4995737720535449}",20,0,-30.567248003897305,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
348,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,14,6.154944860282994,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.4975794682320448}",25,11,-63.842750603922134,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
350,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,0,-140.209395345561,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
351,False,"{'a': 0.002, 'e': 0.4955931256926514}",25,16,4.6372829305190235,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.002, 'e': 0.494602929967057}",30,0,-65.96723203598285,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
353,False,"{'a': 0.002, 'e': 0.4936147126538418}",25,15,-1.772102981356512,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,0,-44.11529769812624,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
355,False,"{'a': 0.002, 'e': 0.4916441974609651}",20,0,-114.47362386181163,"{0: 14, 1: 0, 2: 1, 3: 4, 4: 1}",0
356,False,"{'a': 0.002, 'e': 0.4906618916992401}",25,14,-14.688756455478218,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4896815485857362}",25,3,-75.24740707683235,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 1}",1
358,False,"{'a': 0.002, 'e': 0.4887031641990795}",30,0,-86.63146437309324,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
359,False,"{'a': 0.002, 'e': 0.4877267346257312}",25,12,-22.195547776284375,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,12,2.4476159774948485,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.002, 'e': 0.485779724303885}",20,0,-41.468615232708565,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
362,False,"{'a': 0.002, 'e': 0.48480913576734325}",25,0,-28.30517701020254,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
363,False,"{'a': 0.002, 'e': 0.483840486467991}",20,0,-7.908168817953671,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
364,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,3,-72.87519793482916,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
365,False,"{'a': 0.002, 'e': 0.48190899009020244}",25,0,-109.08035154697897,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
366,False,"{'a': 0.002, 'e': 0.480946135285778}",20,16,7.814683183490076,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.002, 'e': 0.479985204266536}",20,0,-54.15195315180997,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
368,False,"{'a': 0.002, 'e': 0.4790261931887511}",25,15,-14.175360040889515,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
