trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
619,False,"{'a': 0.002, 'e': 0.2899635655294032}",20,0,-8.114156927133788,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
620,False,"{'a': 0.002, 'e': 0.2893842179390506}",25,11,-5.7788239541394395,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.28880602788595566}",35,9,-60.37762459418165,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 1}",1
622,False,"{'a': 0.002, 'e': 0.2882289930573573}",20,7,26.017288837086582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2876531111451154}",25,0,20.827154863479073,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
624,False,"{'a': 0.002, 'e': 0.28707837984570167}",25,10,29.145436690692794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.2865047968601901}",30,16,7.291683786303148,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.285932359894248}",25,7,-36.18382062125982,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
627,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,0,14.100355034028269,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
628,False,"{'a': 0.002, 'e': 0.2847909148666525}",25,2,22.387155446235074,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.28422190223921745}",30,18,11.325494102204836,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.2836540264997704}",25,1,26.878519062894487,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,0,-36.555867170143486,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
632,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,5,20.115160392418943,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.28195719791700274}",25,15,17.883611928472074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.002, 'e': 0.2813938470598095}",20,14,9.74571980458379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2808316217783798}",30,20,4.933301819726831,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.28027051982381157}",25,0,15.822161641160843,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
637,False,"{'a': 0.002, 'e': 0.27971053895169634}",25,15,20.037225576149357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.27915167692210985}",20,10,-23.213467591386724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
639,False,"{'a': 0.002, 'e': 0.27859393149960326}",25,6,-45.05087259276283,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
640,False,"{'a': 0.002, 'e': 0.27803730045319414}",20,0,-62.6555013198623,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
641,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,8,-3.662524189174944,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2769273725870171}",20,11,-3.5117229771179646,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.27637407132753633}",30,0,10.869161606014378,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
644,False,"{'a': 0.002, 'e': 0.27582187556470933}",20,0,11.709264208310493,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
645,False,"{'a': 0.002, 'e': 0.27527078308975234}",30,16,-22.066684664187,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.2747207916982947}",30,13,2.5105890873092966,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2741718991903702}",30,20,15.212059486055933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.27362410337040804}",25,11,9.181232059121104,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.2730774020472242}",20,1,6.702664979150866,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.2725317930340126}",30,10,-19.82748283998047,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.002, 'e': 0.2719872741483365}",20,13,12.099200177132289,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.27144384321211973}",20,9,13.597806456730757,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27090149805163766}",25,20,9.950334219093667,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.270360236497509}",30,7,-3.425263624142973,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,3,4.2230507810525815,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.26928095555244996}",30,15,12.132128103502474,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26874293184439435}",20,8,-7.291365073332593,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,5,15.685061660552698,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.26767010719674456}",20,0,-38.501005751900976,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
660,False,"{'a': 0.002, 'e': 0.26713530196585034}",20,0,-23.830811929948027,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
661,False,"{'a': 0.002, 'e': 0.2666015652765202}",25,20,9.434201199915627,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.26606889499380665}",20,12,-11.335874949449732,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.2655372889870278}",35,15,15.880614305332024,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2650067451297589}",25,4,-89.76306452152612,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 1}",1
665,False,"{'a': 0.002, 'e': 0.26447726129982396}",20,6,25.78915059330994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,11,3.8478009444045824,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2634214652544431}",30,18,12.70304096745108,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.26289514881581166}",20,8,-3.3982664678886554,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.262369883958126}",20,10,-3.244280746971346,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.261845668580326}",20,11,-29.644883255958312,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
671,False,"{'a': 0.002, 'e': 0.2613225005855494}",25,0,35.35680680731614,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.26080037788112365}",30,14,7.667496888218441,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.2602792983785571}",25,12,11.66441059398887,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2597592599935311}",30,19,19.72962397104241,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2592402606458915}",25,0,-64.53632956629251,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
676,False,"{'a': 0.002, 'e': 0.25872229825964005}",25,8,29.763363585923027,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25820537076292666}",25,0,24.349303277952185,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
678,False,"{'a': 0.002, 'e': 0.25768947608804055}",25,0,-30.600111315516205,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
679,False,"{'a': 0.002, 'e': 0.2571746121714024}",30,4,-6.411941243264444,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2566607769535559}",20,8,-34.043709287904086,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
681,False,"{'a': 0.002, 'e': 0.2561479683791593}",20,3,18.484312699555314,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.25563618439697783}",25,1,-24.02718210436103,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
683,False,"{'a': 0.002, 'e': 0.2551254229598748}",25,13,-13.438844621489888,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2546156820248037}",25,16,-21.98635007424574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
685,False,"{'a': 0.002, 'e': 0.25410695955280027}",35,24,1.9808920144730484,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,10,15.132368732407766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.002, 'e': 0.25309256186249957}",25,17,12.294023271141478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.2525868825866102}",20,0,-1.5441710263655102,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
689,False,"{'a': 0.002, 'e': 0.25208221365858796}",20,10,-32.572960974895615,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
690,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,16,11.116666302836364,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.25107589877547265}",20,4,-32.69699039546178,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25057424879511875}",30,10,10.747317899229357,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.2500736011120941}",30,0,-86.13305204214738,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",1
694,False,"{'a': 0.002, 'e': 0.24957395372380728}",20,12,5.005473219046656,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24907530463166816}",20,7,8.15919822584141,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.24857765184107966}",25,18,15.32015678777927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24808099336142997}",30,12,10.025162349802883,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.2475853272060845}",20,10,-21.75968443005331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
699,False,"{'a': 0.002, 'e': 0.24709065139237796}",20,3,25.462373782611746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.24659696394160643}",25,17,6.490598896526205,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.2461042628790195}",25,2,1.6960193621092032,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
702,False,"{'a': 0.002, 'e': 0.2456125462338122}",25,15,10.183144845271778,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.002, 'e': 0.24512181203911731}",30,17,2.2118480329434655,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.2446320583319975}",20,9,22.29925384111423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2441432831534371}",25,2,29.64397095773638,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.24365548454833486}",25,1,10.408547268516703,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24316866056549566}",25,3,10.367836621816288,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24268280925762298}",25,4,34.78414127075978,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.2421979286813109}",35,17,31.493390861055197,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.24171401689703645}",30,13,30.369968356092308,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.002, 'e': 0.24123107196915192}",20,5,4.4195560124835005,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24074909196587688}",25,6,14.52233327520293,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.2402680749592907}",25,0,-10.790868874886586,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
714,False,"{'a': 0.002, 'e': 0.2397880190253247}",30,22,-0.6787162616033995,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.23930892224375455}",25,13,16.99008816138778,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.002, 'e': 0.23883078269819244}",20,2,-25.251175793630484,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
717,False,"{'a': 0.002, 'e': 0.23835359847607956}",35,20,-59.175422278426645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
718,False,"{'a': 0.002, 'e': 0.2378773676686784}",20,0,-4.41665214661794,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
719,False,"{'a': 0.002, 'e': 0.23740208837106508}",25,3,12.114053346128436,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
720,False,"{'a': 0.002, 'e': 0.23692775868212176}",30,0,-80.09833122987258,"{0: 24, 1: 1, 2: 1, 3: 3, 4: 1}",0
721,False,"{'a': 0.002, 'e': 0.2364543767045291}",20,0,6.490213070812519,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
722,False,"{'a': 0.002, 'e': 0.23598194054475852}",25,12,15.992203144609228,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23551044831306475}",25,17,13.752701417840097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.23503989812347828}",25,11,22.70694485026494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.23457028809379765}",35,0,7.207139281575911,"{0: 29, 1: 4, 2: 2, 3: 0, 4: 0}",0
726,False,"{'a': 0.002, 'e': 0.2341016163455822}",20,0,-48.57488924947637,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
727,False,"{'a': 0.002, 'e': 0.23363388100414423}",25,17,13.839000898751234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.2331670801985418}",20,11,16.458068120109633,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.23270121206157107}",25,10,7.154880942708026,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23223627472975883}",20,9,18.558375985941833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.23177226634335515}",20,12,12.624151415021887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.23130918504632592}",20,16,7.316803611387516,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23084702898634524}",30,8,-9.36080707560235,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.23038579631478834}",30,11,21.788307229901754,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.22992548518672384}",30,13,30.853917530977327,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.002, 'e': 0.22946609376090668}",25,18,13.143192858044374,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.2290076201997705}",20,3,-7.093825886901288,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2285500626694205}",30,15,23.20726884418792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.22809341933962587}",35,18,20.201692426522207,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.22763768838381274}",25,0,-32.86269296204968,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
741,False,"{'a': 0.002, 'e': 0.22718286797905665}",30,8,-9.462057966538353,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.22672895630607542}",20,0,22.40493193571749,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
743,False,"{'a': 0.002, 'e': 0.2262759515492217}",25,14,6.517336007555135,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.002, 'e': 0.22582385189647586}",25,13,21.286921283453154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22537265553943872}",30,20,-4.988968789620145,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22492236067332425}",20,0,1.600766555344622,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
747,False,"{'a': 0.002, 'e': 0.22447296549695234}",25,12,-29.958213696427272,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.22402446821274175}",20,7,10.383206652865235,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.22357686702670268}",30,12,25.122514185046494,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.002, 'e': 0.22313016014842982}",25,18,12.36683531551131,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.22268434579109508}",20,8,8.51427796758047,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.2222394221714404}",20,5,-27.269031481846866,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
753,False,"{'a': 0.002, 'e': 0.22179538750977074}",25,14,-21.179461644425775,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
754,False,"{'a': 0.002, 'e': 0.22135224002994683}",20,3,2.619444534551242,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.2209099779593782}",20,3,-22.131452126096555,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
756,False,"{'a': 0.002, 'e': 0.22046859952901593}",20,10,-51.2139361555885,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
757,False,"{'a': 0.002, 'e': 0.22002810297334574}",25,3,-4.665499432257256,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.21958848653038082}",20,5,-42.50800711302764,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
759,False,"{'a': 0.002, 'e': 0.2191497484416548}",25,15,6.156481231357825,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.21871188695221475}",20,0,-1.8038756972085461,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
761,False,"{'a': 0.002, 'e': 0.21827490031061414}",25,11,15.659808469518378,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.21783878676890578}",20,3,2.921436525421001,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.21740354458263497}",20,15,7.7357444097174355,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21696917201083235}",20,0,-1.2461700779294747,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
765,False,"{'a': 0.002, 'e': 0.21653566731600707}",30,20,20.26043541802283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21610302876413975}",20,8,7.766483894697294,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.21567125462467565}",20,0,-69.70960721179205,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
768,False,"{'a': 0.002, 'e': 0.21524034317051757}",25,9,24.89929883057486,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.2148102926780192}",25,5,7.770193485630603,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.002, 'e': 0.21438110142697794}",30,6,27.689977622924367,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21395276770062824}",20,15,9.995783011718133,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.2135252897856346}",20,9,10.844164803509758,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.21309866597208482}",20,0,17.161372651839464,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
774,False,"{'a': 0.002, 'e': 0.21267289455348304}",35,21,11.339731233761123,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.21224797382674304}",25,20,7.694113458080152,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.21182390209218135}",20,10,6.27727739714079,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.002, 'e': 0.21140067765351048}",20,13,-11.032211903162404,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.21097829881783206}",35,14,15.354549813817973,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.21055676389563024}",20,0,21.643305775522883,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
780,False,"{'a': 0.002, 'e': 0.21013607120076472}",30,12,21.96699517065492,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.2097162190504642}",20,0,-58.89044375616758,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
782,False,"{'a': 0.002, 'e': 0.20929720576531952}",25,15,22.00663421627055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.20887902966927693}",25,15,8.951703088487521,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.002, 'e': 0.20846168908963153}",20,3,-15.166649462189213,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
785,False,"{'a': 0.002, 'e': 0.20804518235702046}",30,19,22.29053914568858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.002, 'e': 0.2076295078054162}",20,9,17.88326221451063,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.20721466377212}",25,0,4.785453717393521,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
788,False,"{'a': 0.002, 'e': 0.20680064859775515}",30,18,-27.547825775390216,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
789,False,"{'a': 0.002, 'e': 0.20638746062626045}",20,0,-7.107346477523046,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
790,False,"{'a': 0.002, 'e': 0.20597509820488344}",20,14,11.467686619649479,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.002, 'e': 0.2055635596841739}",30,24,9.440710978238096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.002, 'e': 0.20515284341797715}",20,13,7.4930734652443345,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.002, 'e': 0.20474294776342764}",30,9,-22.653125888537744,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
794,False,"{'a': 0.002, 'e': 0.20433387108094214}",20,10,18.081804157370453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.002, 'e': 0.20392561173421342}",20,6,-4.428757771275206,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
796,False,"{'a': 0.002, 'e': 0.20351816809020354}",20,12,13.616643238223002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.002, 'e': 0.20311153851913738}",25,0,3.0688430252538392,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
798,False,"{'a': 0.002, 'e': 0.2027057213944961}",20,10,-30.536963425746702,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
799,False,"{'a': 0.002, 'e': 0.2023007150930107}",20,9,5.384982014598564,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.002, 'e': 0.20189651799465538}",25,19,11.418103933724499,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.002, 'e': 0.20149312848264125}",25,10,-34.535077794193086,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
802,False,"{'a': 0.002, 'e': 0.20109054494340972}",25,13,23.48871626915389,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.002, 'e': 0.20068876576662606}",35,21,28.387171625537903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
